Age,Gender,Occupation,Annual_Income,District,City,Pincode,Policy_Type,Premium_Amount,Coverage_Amount,Vehicle_Type,Vehicle_Brand,Vehicle_Model,Vehicle_Year,Vehicle_Value,Days_to_Report,Accident_Time,Road_Type,Weather,Police_Report,FIR_Number,Witness_Count,Hospital_Name,Garage_Name,Repair_Cost,Medical_Cost,Total_Claim_Amount,Previous_Claims,Previous_Fraud_History,Investigator_Assigned,Fraud_Label,Policy_Start_Year,Policy_Start_Month,Accident_Year,Accident_Month,Claim_Year,Claim_Month
27,1,8,433541,6,6,613001,3,24671,1798942,0,3,8,2018,1364725,4,2,0,2,1,2245,3,0,4,7884,39607,47491,4,0,1,0,2025,10,2026,3,2026,3
21,1,7,1716787,8,8,641601,1,31150,2463302,0,4,6,2015,2388588,11,0,1,4,1,247,3,2,0,182253,98253,280506,3,0,1,0,2025,11,2026,9,2026,9
23,1,8,1635609,1,1,641001,2,33246,2564571,2,2,2,2012,795790,8,0,1,3,0,4079,0,3,0,17096,43411,60507,5,0,1,1,2025,3,2025,4,2025,4
34,0,2,226242,7,7,620001,2,12907,2664141,1,2,2,2020,2224371,12,1,3,1,1,1887,1,2,0,157025,74202,231227,5,0,1,0,2025,2,2025,11,2025,12
65,0,8,297046,4,4,625001,1,31815,1878274,2,1,11,2012,844823,12,3,1,2,1,613,0,0,3,65840,95245,161085,0,0,1,1,2025,10,2026,6,2026,6
38,0,3,736304,6,6,613001,3,3806,2871145,2,3,0,2021,1908973,1,0,3,3,0,4079,2,0,0,93452,52302,145754,3,0,1,0,2025,2,2025,10,2025,10
37,1,1,538732,0,0,600001,1,38052,2530732,1,4,4,2023,633336,1,0,2,4,1,2945,1,1,0,86031,27758,113789,3,0,1,0,2025,3,2025,11,2025,11
66,0,1,2244962,4,4,625001,3,10130,435631,1,1,11,2014,2180866,0,3,3,2,1,3817,0,2,3,114329,98573,212902,3,0,1,1,2025,1,2026,1,2026,1
74,1,3,2398604,9,9,632001,2,34155,1933347,1,4,4,2013,957471,6,3,1,0,0,4079,2,3,0,187791,94252,282043,0,0,1,1,2025,5,2025,12,2025,12
39,0,3,2459710,6,6,613001,2,25053,1596324,1,4,6,2024,1991520,8,3,3,1,1,4034,3,3,4,221799,53861,275660,0,0,1,0,2025,12,2026,9,2026,10
18,1,6,1463326,6,6,613001,1,37889,419893,0,4,6,2012,1506720,12,0,0,0,1,3592,3,3,4,126789,63239,190028,2,0,0,0,2025,11,2026,7,2026,7
46,0,7,872226,0,0,600001,1,28658,1676231,2,4,5,2019,1218285,9,1,0,4,1,555,3,2,0,29051,32510,61561,4,0,0,0,2025,9,2026,8,2026,9
31,0,0,1517576,3,3,638001,2,15271,2222457,1,2,2,2016,1022160,2,1,3,0,1,2902,3,0,3,161553,12345,173898,3,0,0,0,2025,11,2026,5,2026,5
41,1,6,1329564,0,0,600001,3,10746,1958859,2,1,9,2013,801478,7,2,3,4,1,3623,1,3,1,127083,42046,169129,1,0,1,0,2025,1,2025,11,2025,11
42,1,0,1385703,8,8,641601,3,12622,2587700,1,3,7,2023,2364256,7,2,2,2,1,1599,3,0,0,100608,195,100803,3,0,0,0,2025,8,2026,1,2026,1
71,0,2,766898,3,3,638001,0,22950,2179389,1,2,2,2015,1376123,9,3,1,2,1,3216,0,2,3,91122,15678,106800,3,0,1,1,2025,4,2025,11,2025,11
29,0,6,1025323,6,6,613001,3,23704,441056,2,2,10,2018,1955520,1,1,0,1,1,1833,0,1,3,226252,65285,291537,5,0,1,1,2025,7,2026,6,2026,6
69,0,5,940378,1,1,641001,2,19924,420790,1,2,2,2022,1693172,6,0,2,4,1,538,2,1,1,143060,91704,234764,5,0,1,0,2025,2,2025,5,2025,5
41,0,2,774127,7,7,620001,3,9128,841435,2,2,10,2014,533630,0,3,1,0,1,183,0,0,0,100436,22630,123066,0,0,0,1,2025,5,2026,1,2026,1
53,1,6,1132445,9,9,632001,3,37225,2356433,1,0,14,2013,598248,10,0,2,0,0,4079,1,3,0,120387,14848,135235,5,0,0,0,2025,2,2025,8,2025,9
55,0,3,1021283,1,1,641001,2,32177,1384696,2,2,10,2016,2124951,7,0,3,3,1,3367,3,0,3,176863,39411,216274,1,0,1,0,2025,10,2025,11,2025,11
32,1,7,977732,9,9,632001,2,13033,1138042,0,0,12,2022,912574,1,2,2,3,1,454,3,2,0,160035,95922,255957,3,0,0,0,2025,1,2025,2,2025,2
24,0,5,2055131,4,4,625001,2,16846,1350128,1,4,5,2023,572030,10,1,0,1,1,2251,0,2,3,137791,31362,169153,4,0,1,1,2025,11,2026,11,2026,11
41,0,6,1630783,3,3,638001,0,21080,1703854,0,2,2,2025,2195215,7,1,2,3,1,744,3,1,3,31476,81613,113089,3,0,0,0,2025,4,2025,7,2025,7
30,1,8,1391658,3,3,638001,2,25517,361968,1,2,1,2023,2248786,12,0,1,4,1,590,1,0,4,173163,75010,248173,1,0,1,0,2025,12,2026,6,2026,6
40,1,2,1134456,9,9,632001,2,36278,719310,1,0,3,2024,2377993,5,1,2,2,1,251,3,1,3,56865,65598,122463,1,0,0,0,2025,8,2025,12,2026,1
39,0,8,1601415,0,0,600001,3,36670,466797,2,1,13,2016,308505,4,3,1,1,1,3297,0,3,0,112340,74487,186827,2,0,1,1,2025,10,2026,7,2026,8
59,1,5,718733,1,1,641001,1,6881,766621,1,1,11,2024,1690817,4,2,0,4,1,2088,1,1,1,242821,25359,268180,1,0,1,0,2025,2,2025,12,2025,12
29,1,3,465550,7,7,620001,2,14646,2790178,1,0,12,2016,1449950,5,2,1,4,1,733,0,3,1,143918,87257,231175,3,0,1,1,2025,1,2025,11,2025,11
34,0,1,327470,5,5,636001,3,31731,678232,1,0,12,2022,1588031,5,3,1,2,1,191,3,3,4,101806,55817,157623,0,0,1,0,2025,8,2026,3,2026,3
66,0,6,451936,7,7,620001,3,39100,1566723,1,3,7,2017,587580,4,3,1,3,0,4079,3,1,4,90242,28456,118698,4,0,0,0,2025,1,2025,6,2025,6
62,0,3,1654827,5,5,636001,3,11851,1645287,2,4,5,2012,1068894,3,1,2,1,1,1228,2,3,4,187572,50068,237640,4,0,0,0,2025,12,2026,8,2026,8
43,0,7,1147270,4,4,625001,3,33113,509440,0,3,7,2018,1481456,0,2,1,3,1,3586,0,0,2,121493,7122,128615,4,0,0,1,2025,8,2025,12,2025,12
70,0,8,1643913,8,8,641601,0,23736,1203087,0,0,12,2025,832781,2,2,0,2,1,3177,0,0,4,10279,22305,32584,4,0,0,1,2025,10,2026,1,2026,1
20,0,2,2013900,0,0,600001,1,30236,2081648,1,0,14,2023,788350,1,3,3,4,1,2133,0,1,1,159896,46060,205956,0,0,1,1,2025,6,2026,4,2026,4
18,1,3,364971,3,3,638001,2,12934,565917,2,1,13,2017,2032555,5,2,3,4,1,3189,2,3,0,84397,93996,178393,0,0,0,0,2025,10,2026,9,2026,9
39,1,1,1873110,9,9,632001,1,34385,696174,2,1,11,2012,832512,7,0,1,1,1,2623,1,3,4,81876,89870,171746,3,0,0,0,2025,3,2026,2,2026,2
53,1,0,979425,9,9,632001,3,23413,1503174,2,4,4,2019,1560578,2,3,0,4,1,134,0,0,1,182232,26952,209184,3,0,1,1,2025,1,2025,6,2025,6
61,0,0,686884,3,3,638001,2,8808,1571441,1,0,14,2019,1854415,7,1,1,3,0,4079,0,0,0,61915,29326,91241,1,0,1,1,2025,1,2025,8,2025,8
39,0,8,242160,6,6,613001,0,13125,1831847,2,1,9,2024,1820924,6,0,0,4,1,2073,0,3,4,181655,7176,188831,2,1,1,1,2025,2,2025,3,2025,3
24,1,1,1404629,4,4,625001,3,13614,362769,0,1,13,2014,355119,0,2,0,2,1,3131,1,1,0,60804,76014,136818,2,0,0,0,2025,6,2026,3,2026,3
22,0,4,528476,0,0,600001,0,27118,1646926,0,4,5,2014,883881,8,2,3,0,1,1707,0,1,3,30656,19993,50649,5,0,1,1,2025,8,2026,2,2026,2
19,1,1,2189919,2,2,624001,3,15621,2800415,2,1,11,2017,989417,6,3,3,0,1,1320,2,1,4,160577,26308,186885,5,0,0,0,2025,6,2026,5,2026,5
30,0,3,644925,7,7,620001,2,11938,1486591,1,3,0,2014,804360,6,0,1,4,1,2256,2,2,4,12899,10501,23400,3,0,0,0,2025,1,2025,11,2025,11
52,0,5,877183,9,9,632001,2,21832,1008632,0,2,2,2025,1080768,7,2,3,2,1,410,1,2,4,216489,28111,244600,5,0,0,0,2025,12,2026,10,2026,10
38,1,7,2093271,0,0,600001,2,14068,1889275,0,2,10,2017,1240834,2,0,1,1,1,110,0,2,2,121351,99606,220957,3,0,0,1,2025,10,2026,3,2026,3
23,0,2,947803,3,3,638001,2,35097,1519051,1,2,2,2019,1445906,9,2,0,1,1,187,0,3,1,191640,61375,253015,3,0,0,1,2025,5,2026,5,2026,5
55,0,1,852948,8,8,641601,3,18235,2486367,1,1,9,2025,2057614,4,1,3,0,0,4079,0,2,0,168546,32789,201335,5,0,0,1,2025,7,2026,4,2026,4
29,1,0,200012,5,5,636001,3,18529,2175147,0,2,1,2016,808222,12,2,1,0,1,2648,1,1,0,228396,94711,323107,3,0,0,0,2025,6,2026,1,2026,1
73,0,7,1684301,5,5,636001,2,24642,1473325,1,0,3,2023,2291679,12,0,1,2,0,4079,1,3,3,195703,76034,271737,4,0,1,1,2025,10,2025,11,2025,11
28,0,8,1312493,7,7,620001,2,8938,2139841,1,4,6,2025,2241627,0,0,1,2,1,3742,2,3,3,97991,72250,170241,1,0,1,0,2025,9,2026,9,2026,9
45,0,3,1064074,2,2,624001,1,34615,2396543,2,1,11,2016,597300,7,0,0,0,1,1785,1,2,4,15748,10757,26505,4,0,0,0,2025,12,2026,10,2026,10
65,0,2,1712026,4,4,625001,1,33598,752581,0,0,3,2021,2280814,11,1,2,0,1,1524,0,0,0,170032,2510,172542,2,0,0,1,2025,9,2026,3,2026,3
64,1,7,842014,8,8,641601,1,30901,2929849,1,3,7,2016,790919,6,0,0,4,0,4079,0,1,4,10175,6973,17148,3,0,0,1,2025,3,2025,12,2025,12
40,1,1,1780478,5,5,636001,0,13064,2539045,0,2,2,2019,526201,11,0,2,0,1,947,3,0,1,28126,8034,36160,3,1,1,0,2025,3,2026,2,2026,2
27,1,8,1004937,9,9,632001,3,18724,1065773,0,3,8,2025,1554224,10,0,3,3,1,3979,0,2,3,134089,31851,165940,3,0,1,1,2025,11,2026,1,2026,2
27,1,6,2460008,8,8,641601,1,19003,1400320,1,2,2,2017,2235306,3,0,1,0,1,2189,1,3,1,182458,4611,187069,4,0,1,0,2025,11,2026,11,2026,11
24,0,2,1102548,6,6,613001,3,17809,1983300,1,3,7,2012,615054,1,1,0,0,1,2237,1,2,1,140578,47729,188307,1,0,0,0,2025,5,2026,3,2026,3
22,1,6,1875412,3,3,638001,1,18812,2954431,2,4,6,2013,2490036,9,1,2,0,1,2614,1,1,1,51934,89953,141887,3,0,0,0,2025,9,2026,5,2026,5
67,1,8,467922,4,4,625001,1,32424,1102592,1,4,6,2014,2117389,10,3,2,3,1,2248,1,1,3,212785,5800,218585,4,0,0,0,2025,12,2026,1,2026,1
35,0,7,784729,6,6,613001,0,24218,780665,1,2,1,2018,1023611,7,0,0,2,0,4079,3,3,4,24205,91626,115831,4,0,1,0,2025,7,2026,2,2026,3
42,0,8,546762,4,4,625001,0,31867,378523,2,0,12,2021,825479,0,3,2,3,1,3720,2,1,0,196015,83466,279481,5,0,1,0,2025,3,2026,1,2026,1
72,1,4,379804,6,6,613001,0,11942,1583440,2,2,2,2018,881702,0,1,1,3,1,2603,1,2,0,56262,38984,95246,2,0,0,0,2025,1,2025,9,2025,9
30,0,3,1566331,1,1,641001,0,32610,1557133,0,1,11,2019,1246690,5,2,2,3,1,2670,1,3,4,69873,63294,133167,0,0,0,0,2025,11,2026,7,2026,7
56,0,3,581240,4,4,625001,2,5722,2744905,2,4,4,2017,2374975,2,0,3,4,0,4079,2,0,2,72971,21083,94054,4,0,1,0,2025,4,2025,11,2025,11
38,1,1,2365015,4,4,625001,1,34296,2220767,1,0,14,2019,1550040,7,3,3,4,0,4079,1,0,3,121668,32078,153746,1,0,1,1,2025,9,2025,11,2025,11
27,1,4,854732,3,3,638001,0,36942,447290,0,1,11,2015,799598,7,0,2,4,1,2320,3,1,2,52007,91162,143169,0,0,0,0,2025,1,2025,8,2025,8
34,0,3,1996742,7,7,620001,2,33156,798202,1,1,13,2021,1165485,0,1,1,2,1,2096,3,0,1,245849,28091,273940,1,0,0,0,2025,12,2026,11,2026,11
75,1,6,2361442,6,6,613001,3,6990,2276994,2,0,3,2023,2310724,7,2,0,2,1,1231,1,3,3,119862,90202,210064,3,0,1,0,2025,1,2025,10,2025,10
54,0,6,1675305,3,3,638001,1,20877,2561347,1,0,14,2015,2164614,3,0,3,0,1,379,2,2,2,32788,29302,62090,3,0,0,0,2025,9,2026,3,2026,3
69,1,7,1786776,2,2,624001,3,21080,1429494,2,3,7,2024,1036623,11,0,3,1,1,790,3,3,1,123259,97092,220351,5,0,0,0,2025,12,2026,7,2026,7
38,1,7,2312908,6,6,613001,1,4694,893529,0,2,1,2014,1190533,5,2,0,3,1,2194,3,1,4,67543,12371,79914,3,0,1,0,2026,1,2026,6,2026,6
56,1,2,2023127,7,7,620001,0,14408,2269858,0,0,3,2018,2123715,6,3,3,4,1,963,1,0,0,98383,24482,122865,2,0,0,0,2025,5,2026,2,2026,2
35,1,2,1882052,3,3,638001,1,33433,2142907,0,4,6,2013,2324398,12,2,0,0,1,1600,2,3,3,209742,18381,228123,0,0,0,0,2025,1,2025,3,2025,3
41,0,2,1324427,1,1,641001,0,10794,989426,0,1,11,2013,845285,0,3,0,3,1,2220,1,3,3,191805,45531,237336,1,0,1,0,2025,3,2025,6,2025,6
27,1,5,838754,5,5,636001,1,26855,1116963,0,4,6,2024,914599,2,2,2,4,0,4079,0,2,2,171799,31247,203046,1,0,1,1,2025,12,2026,2,2026,2
23,0,8,1295481,3,3,638001,2,19854,2135735,1,1,9,2023,964210,7,3,1,3,1,1038,1,1,4,132605,28956,161561,1,0,0,0,2025,9,2026,4,2026,4
65,0,6,2431300,0,0,600001,3,30995,1091543,2,0,12,2025,2323729,2,3,1,3,1,2813,1,3,0,47656,80250,127906,1,0,1,0,2025,4,2025,12,2025,12
30,0,6,705755,5,5,636001,2,25366,832180,0,0,3,2012,601509,7,3,2,0,0,4079,2,1,3,176712,28040,204752,4,0,1,1,2025,10,2026,4,2026,4
70,0,1,1435607,2,2,624001,0,23173,2690756,0,4,4,2023,2288982,4,3,1,1,1,2871,1,0,2,237357,88866,326223,5,0,1,0,2025,8,2026,6,2026,6
58,1,0,481375,1,1,641001,1,35911,2696151,1,4,6,2016,404196,6,2,1,1,1,3433,0,1,4,138197,33790,171987,1,0,1,1,2025,9,2025,9,2025,9
25,1,1,1126394,5,5,636001,3,24745,2107103,2,0,3,2014,417765,6,2,0,3,1,2100,2,2,0,241712,84596,326308,5,0,1,0,2025,11,2025,12,2025,12
44,0,7,2254561,3,3,638001,2,11098,1669102,0,4,6,2013,1780131,9,1,1,1,1,689,2,1,3,218268,27184,245452,3,0,0,0,2025,8,2026,6,2026,6
22,0,3,1071211,6,6,613001,1,39664,990482,2,4,6,2019,839794,12,2,2,4,1,1185,0,2,0,35352,67149,102501,3,0,1,1,2025,8,2026,1,2026,2
64,1,0,2452200,2,2,624001,0,19179,971569,1,1,11,2012,1920798,3,3,0,4,1,1044,3,2,3,163826,81740,245566,1,0,1,0,2025,3,2025,10,2025,10
74,0,1,380425,5,5,636001,2,21226,2440978,2,4,5,2020,953513,4,1,2,0,1,1174,3,0,2,97836,4091,101927,2,0,1,0,2025,12,2026,1,2026,1
28,1,2,2409215,7,7,620001,2,18687,2654362,2,0,12,2024,1604445,10,3,1,4,1,2678,0,0,4,81067,67267,148334,0,0,0,1,2026,1,2026,8,2026,9
52,1,3,1031469,4,4,625001,1,20193,2876613,2,1,9,2017,1768262,0,3,2,2,1,599,1,0,4,118058,93575,211633,1,0,0,0,2025,2,2025,9,2025,9
18,1,7,214342,3,3,638001,2,20066,545920,0,4,5,2019,909336,10,2,2,0,1,3411,1,0,1,140010,31174,171184,2,0,1,0,2025,6,2025,9,2025,9
23,1,7,925911,7,7,620001,1,17086,1730416,2,3,0,2023,2036059,6,1,1,2,1,3855,3,2,3,227360,49646,277006,0,0,1,0,2025,12,2026,6,2026,6
28,1,8,2417794,3,3,638001,2,19436,1686989,0,3,7,2024,319692,2,1,3,4,1,1870,1,1,2,52220,33529,85749,3,0,1,0,2025,10,2026,3,2026,3
32,1,3,266354,1,1,641001,3,18526,883494,2,2,1,2025,2090522,9,2,2,2,1,3905,3,0,0,52340,76905,129245,2,0,0,0,2025,5,2025,6,2025,6
55,1,1,2499932,9,9,632001,1,14412,2337634,1,2,1,2019,1242487,5,1,1,1,0,4079,3,2,3,117246,94041,211287,0,0,1,1,2025,7,2026,1,2026,2
24,1,6,1622393,6,6,613001,2,6195,2674473,2,1,13,2021,1061389,7,2,2,4,1,574,1,1,4,92011,28061,120072,2,0,1,0,2025,8,2025,10,2025,11
25,1,3,2079151,5,5,636001,0,10611,769393,1,4,6,2013,1633057,5,1,0,2,1,1335,2,3,3,131831,76150,207981,4,0,0,0,2025,1,2025,3,2025,3
74,1,3,667219,6,6,613001,3,17401,1540029,2,3,0,2017,1599032,11,3,1,2,1,312,2,2,1,123126,6462,129588,0,0,1,0,2025,9,2026,4,2026,5
29,1,8,2175459,4,4,625001,1,4988,814290,1,4,4,2022,1725527,12,3,1,1,1,417,1,3,4,7213,9272,16485,4,0,1,0,2025,8,2025,9,2025,10
68,1,4,1020613,2,2,624001,3,20916,806923,0,3,7,2018,440024,12,1,2,3,1,3402,1,2,4,56121,25692,81813,3,0,0,0,2025,5,2025,8,2025,9
26,1,0,495782,8,8,641601,3,7983,1822186,1,4,4,2022,325158,5,2,3,0,1,2444,0,3,3,81006,22035,103041,2,0,1,1,2025,3,2025,10,2025,10
60,1,2,553393,2,2,624001,1,17722,1517830,1,2,2,2024,504901,1,2,3,1,1,2569,2,3,3,8886,51994,60880,2,0,0,0,2025,7,2026,4,2026,4
39,1,6,522820,2,2,624001,0,28763,1961171,1,1,9,2015,1429663,10,0,3,0,1,2497,0,2,0,11162,83373,94535,3,0,1,1,2025,2,2025,12,2025,12
57,1,6,887968,1,1,641001,3,33688,2414180,0,2,10,2014,838953,8,2,2,4,1,2371,1,3,2,182508,83452,265960,5,0,1,0,2025,2,2025,12,2025,12
32,1,1,1966222,0,0,600001,1,37459,606243,1,4,4,2020,2184213,2,2,2,0,1,1343,0,3,0,228440,77276,305716,5,0,1,1,2025,10,2026,4,2026,4
64,0,4,638920,9,9,632001,0,23404,2624431,0,2,1,2022,878011,6,0,0,2,1,2520,3,1,2,44322,71616,115938,0,0,1,0,2025,5,2025,10,2025,10
59,0,1,1074313,6,6,613001,1,33301,1393687,1,2,10,2015,673863,3,0,0,4,1,3068,0,2,4,45838,54614,100452,5,0,0,1,2025,4,2026,2,2026,2
30,0,2,691896,5,5,636001,2,39129,2885294,2,0,12,2024,476201,1,1,2,1,1,2551,3,1,4,56236,48045,104281,2,0,0,0,2025,10,2026,5,2026,5
40,0,0,500184,5,5,636001,0,16447,1011171,1,3,0,2024,2242168,2,0,0,4,1,3884,3,1,3,203216,99380,302596,0,0,1,0,2025,7,2026,2,2026,2
20,0,3,582769,5,5,636001,1,36099,673428,0,0,12,2023,658587,2,3,0,4,1,3755,0,2,4,151951,53025,204976,4,0,0,1,2025,9,2026,6,2026,7
68,0,6,860774,8,8,641601,2,4839,2956118,0,2,1,2015,635127,2,2,0,0,1,1635,3,2,4,195150,2263,197413,5,0,1,0,2025,9,2026,7,2026,7
42,1,7,1386154,8,8,641601,3,30713,2139844,0,4,5,2025,1743483,3,3,2,0,1,900,3,3,4,109695,6935,116630,2,0,0,0,2025,12,2026,3,2026,3
59,1,5,2100744,7,7,620001,1,35603,671708,1,3,0,2025,1745477,1,2,1,1,1,1516,2,0,2,147949,14498,162447,5,1,1,1,2025,3,2026,1,2026,1
24,0,2,2180025,2,2,624001,3,39360,516603,1,2,10,2013,964529,6,0,1,2,1,2316,2,3,0,111939,92585,204524,3,0,1,0,2025,6,2025,8,2025,8
30,1,3,1512267,4,4,625001,2,22261,2607819,2,0,12,2017,503050,4,3,1,2,0,4079,3,0,3,85790,97936,183726,1,0,0,1,2025,10,2026,7,2026,7
51,0,0,1885780,6,6,613001,2,33319,2298883,1,1,9,2021,2028653,10,3,0,1,1,2173,3,0,4,131427,35306,166733,3,0,1,0,2025,4,2025,6,2025,7
39,1,8,1847216,7,7,620001,1,11995,1085360,1,1,9,2017,946384,6,1,0,0,1,3731,3,0,2,42784,46645,89429,5,0,0,0,2025,3,2025,7,2025,7
24,1,2,754220,9,9,632001,1,21556,1201574,2,2,10,2013,2090701,10,1,3,0,1,117,1,0,3,121630,45949,167579,4,0,0,0,2025,8,2026,4,2026,4
32,1,3,1815654,7,7,620001,1,14399,2467943,2,3,0,2013,1323642,6,3,1,3,1,3733,1,2,3,168187,520,168707,3,0,0,0,2025,5,2025,8,2025,9
37,0,6,1079699,3,3,638001,0,20385,1146175,1,3,7,2024,1539096,3,2,2,1,0,4079,1,1,4,94037,43425,137462,5,0,0,0,2025,1,2025,4,2025,4
26,0,1,1190358,6,6,613001,3,24634,813440,0,2,2,2023,1696979,12,2,2,2,0,4079,1,1,2,143626,7204,150830,3,0,0,1,2025,8,2025,12,2025,12
59,0,2,613949,6,6,613001,3,21195,2485821,1,2,1,2016,2053526,10,2,3,2,0,4079,1,0,2,86996,26588,113584,4,0,1,0,2025,6,2025,8,2025,8
73,0,8,825373,3,3,638001,0,12606,1932680,1,4,4,2014,735355,2,2,0,4,1,2981,1,1,2,189815,34085,223900,3,0,1,0,2025,8,2025,10,2025,10
40,1,5,439682,5,5,636001,0,30633,1001827,2,2,10,2018,833363,7,0,1,1,1,2593,0,0,4,53562,83733,137295,4,0,0,1,2025,8,2026,5,2026,5
23,1,2,2070793,9,9,632001,2,18465,1357485,1,4,5,2017,2432901,7,1,2,1,1,3124,1,3,4,202646,57698,260344,5,0,0,0,2025,10,2025,12,2026,1
31,1,1,2333039,7,7,620001,1,7439,715434,0,1,11,2023,1476875,2,3,3,3,1,2324,0,3,4,58797,91136,149933,1,0,1,1,2025,2,2025,5,2025,5
24,1,0,759008,6,6,613001,0,9508,1824298,0,2,1,2023,1857973,11,0,0,3,1,1737,0,0,4,81919,27773,109692,5,0,1,1,2025,9,2025,11,2025,11
72,0,2,626656,2,2,624001,2,9725,1234925,1,2,2,2021,2187571,12,2,3,2,1,1112,2,2,2,160955,93769,254724,5,0,1,0,2025,3,2025,11,2025,11
56,0,1,1884076,7,7,620001,0,17214,1966713,1,1,9,2021,661389,12,3,1,0,0,4079,0,3,4,241067,38050,279117,4,1,1,1,2025,5,2026,4,2026,5
37,1,5,1095857,9,9,632001,1,10158,2165127,1,2,1,2017,980291,10,0,3,4,1,4003,3,2,0,117252,83644,200896,4,0,1,0,2025,2,2025,11,2025,12
71,1,1,1128194,7,7,620001,2,24682,2390956,1,1,13,2013,1859488,11,1,3,4,1,507,1,2,0,106157,44345,150502,4,0,0,0,2025,3,2025,11,2025,11
75,0,4,1366890,7,7,620001,1,14048,2361267,1,2,10,2020,1050783,0,1,3,2,1,2161,2,1,3,143359,62103,205462,2,0,0,0,2025,5,2025,7,2025,7
30,1,2,2078179,5,5,636001,3,6797,2417537,2,2,2,2014,641123,11,0,3,4,1,3932,3,0,3,208677,42564,251241,5,0,0,0,2025,7,2025,9,2025,9
40,1,3,1706046,4,4,625001,0,7720,2370082,0,2,1,2014,2013175,12,2,3,4,1,284,2,0,4,179764,70945,250709,1,0,0,0,2025,12,2026,3,2026,3
66,1,4,2462757,1,1,641001,0,15231,1451627,2,0,12,2017,920606,12,2,3,2,1,3958,2,0,0,200027,76065,276092,2,0,1,0,2025,10,2026,9,2026,9
72,1,6,1354638,1,1,641001,1,34694,2067949,1,4,5,2018,841535,1,3,2,1,1,837,3,1,3,192053,47395,239448,5,0,1,0,2025,10,2026,7,2026,7
19,1,2,1463933,4,4,625001,0,19805,2961515,1,3,7,2024,819877,11,2,1,2,1,912,3,1,0,173449,91921,265370,4,0,1,0,2025,6,2026,3,2026,4
40,0,0,2387406,1,1,641001,1,38216,2407131,2,0,14,2014,914779,5,0,2,4,1,342,2,1,1,71834,62932,134766,5,0,1,0,2025,8,2026,6,2026,6
65,1,7,1914865,2,2,624001,2,20634,2220919,2,3,7,2020,1659479,8,0,1,1,1,391,1,0,2,205912,93265,299177,2,0,1,0,2025,12,2026,1,2026,1
47,1,8,1653112,3,3,638001,0,13381,1338680,2,0,12,2025,646365,6,3,1,2,1,2395,2,1,3,32991,50208,83199,5,1,1,1,2025,11,2026,6,2026,6
60,0,7,1237727,2,2,624001,3,15853,770036,2,1,9,2018,2007281,10,2,3,4,1,31,3,1,1,117471,75254,192725,3,0,1,0,2025,6,2025,9,2025,10
46,1,2,2453315,6,6,613001,3,39768,1723410,2,2,10,2016,1213108,4,0,0,2,1,3517,1,3,3,120189,38259,158448,3,0,0,0,2025,1,2025,10,2025,10
72,0,8,1674299,8,8,641601,1,13490,2891870,2,3,0,2022,2414194,7,0,1,1,1,430,1,2,3,206026,69371,275397,2,0,0,0,2025,9,2025,12,2025,12
23,0,7,1058886,4,4,625001,2,34064,694081,2,1,13,2013,755451,3,0,2,4,1,265,3,2,1,93926,91123,185049,2,0,1,0,2025,9,2025,11,2025,11
74,1,3,1232368,2,2,624001,2,10098,2348066,0,0,14,2023,2182808,11,1,0,3,1,784,0,0,0,18766,12617,31383,3,0,0,1,2025,1,2025,8,2025,8
63,1,3,642163,4,4,625001,2,23612,2747838,0,4,6,2019,2071733,12,0,2,1,1,639,2,1,3,87838,72615,160453,2,0,1,0,2025,8,2026,7,2026,7
34,1,2,1854233,6,6,613001,3,38536,2914137,1,2,10,2012,2175128,8,0,1,1,0,4079,1,0,0,203239,20088,223327,4,0,0,1,2025,8,2026,1,2026,2
28,1,8,1680859,6,6,613001,3,33079,690502,2,1,11,2020,316771,5,1,1,2,1,1081,0,0,2,134013,98213,232226,5,0,0,1,2025,10,2026,6,2026,7
19,0,1,681012,3,3,638001,3,21182,344664,2,4,6,2023,1900010,11,1,1,2,1,1294,2,0,0,35150,14971,50121,0,0,0,0,2025,3,2025,5,2025,5
66,0,6,2217810,1,1,641001,2,24073,2658139,2,2,2,2017,1484294,6,0,3,3,1,3129,2,0,2,187378,36402,223780,5,0,1,0,2025,9,2025,9,2025,9
19,1,5,2279141,8,8,641601,2,19792,542148,0,4,4,2012,1285732,8,1,2,1,1,1067,0,2,0,209667,54997,264664,0,0,1,1,2025,10,2026,8,2026,8
46,0,8,2119579,2,2,624001,0,36888,1992416,0,3,7,2021,1741422,7,0,3,3,1,692,0,0,4,87407,67911,155318,3,0,0,1,2025,2,2025,3,2025,4
26,1,6,1692621,3,3,638001,2,7862,1706432,1,3,0,2021,2023446,5,2,1,4,1,2756,1,3,1,83295,60342,143637,5,0,1,0,2025,5,2026,4,2026,4
64,0,4,1799996,0,0,600001,0,18612,2348358,2,2,2,2025,1412238,3,2,3,0,0,4079,2,3,3,103539,12170,115709,1,0,0,0,2026,1,2026,7,2026,7
72,0,7,1335501,5,5,636001,1,35941,2968923,0,1,13,2019,582316,5,0,0,0,1,1690,2,3,2,52169,71234,123403,2,0,1,0,2025,7,2025,12,2025,12
71,0,8,2221267,4,4,625001,1,39281,584940,0,4,4,2018,1939636,4,2,3,4,1,1636,3,1,2,182566,26103,208669,5,0,0,0,2025,4,2026,1,2026,1
